categoria,review
-1,"Tá difícil, tenho q pagar ipva e no aplicativo vem uma mensagem q não há cartões para esse cliente. Tenho dinheiro na conta e não posso usar."
-1,"Nunca consegui utilizar, tento fazer a senha de 8 dígitos, mas sempre dá o erro, d503."
-1,horrivel voltem a versão anterior!!! não transferir a copia completa do código de barras para pagamento e para olhar o saldo é obrigado ir para o extrato
-1,Desastre Muito ruim. Não funciona.
-1,"Pior banco de todos!!!, cai numa situação financeira complicada a 2 anos atras, fiz o parcelamento do cartão de credito, PAGUEI CADA CENTAVO DE JUROS QUE ME FOI COBRADO, e o banco alegando que o cartão possuia apenas um BLOQUEIO TEMPORARIO, quando terminei de pagar o banco me nega reativar o cartão alegando que estou endividado, EMBORA EU NÃO DEVO BANCO NENHUM, deixo claro aki aos CLIENTES QUE ESTIVEREM NESSAS CIRCUNSTANCIAS QUE O BANCO PASSARA INFORMAÇÃO FALSA PARA VCS, ALEGANDO FALSO BLOQUEIO"
-1,"A última atualização q tenho está muito ruim! o lay-out mudou e ficou mais difícil achar as opções. sem contar q está super lento: um extrato q antes abria imediatamente, agora abre aos poucos , sendo q por vezes, não abre até o final do período desejado. Muito ruim! Frustrante!"
-1,Essa desgraça do servi pra estressar e fazer a pessoa perder tempo... informo os dados e fica dando erro o tempo todo informando que o nome de minha mãe está errado toma no cú.
-1,"O Aplicativo é muito bom, diferente do atendimento nas agência que é rediculo, péssimo, demorado , e tudo é uma dificuldade gigante , já era péssimo , e agora com o fechamento de agências e unificações ficou um lixo ."
-1,Não estou conseguindo abrir minha conta. Diz que não é o mesmo celular que comecei a abrir a conta e dá erro. EU SÓ TENHO UM CELULAR !!!
-1,Não consigo entrar!! Erro de certificado!! O q pode ser???
-1,"Procurei a opção conta poupança p fazer aquela senha de 8 digitos nao consegui so a corrente,app complicado nao gostei,nao atendeu minhas expectativas Simplifique isso ai,se for p ser difícil melhor procurar a agencia aff"
-1,o aplicativo está horrível.
-1,Está com problema... Não gera o comprovante de transferências e pagamentos... muito ruim
-1,Não tenho queixas. Muito bom o app!
-1,"Limitado, único beneficio é de apenas agilade, sem precisar de ir até a agência. Colo um agendamento para um dia e quando vou ver está para outro, e não consigo agendar e dar erro! Dessa forma vou acabar pagando juros!"
-1,O app trava muito fica dando erro na hora de abrir a conta tá muito ruim conserte pufavor
-1,"Nao gostei. Informações com mais clareza ao clicar determinado item, por exemplo paginas de cartões bloquear, vc clica e o cartão ja bloquei. penso que deveria existir opções confirmativas se deseja ou não bloquear. Dificil de encontrar informações desejadas. Tive meu cartão por falta de maiores orientações."
-1,depois da atualização ficou horrível o anterior era bem melhor mais simples de enteder esses ficou muito misturado inclusive o lançamento parcelados e as compras a vista no cartão voltem para versão anterior.
-1,"Não consigo abrir a conta, sempre dar erro."
-1,"Essa atualização não funciona bem, o app loga e desloga ao mesmo tempo. Dificilmente eu consigo fazer alguma transação! Apesar que a interface ficou bonita e taus, mais infelizmente isso não julga muito no bom funcionamento do app."
-1,"Erro de DNS, pelo amor de Deus! Até quando?"
-1,Aplicativo não é claro nas suas mensagens de erro!
-1,"depois que atualizou eu nao posso mais fazer transferências pq estou morando em londres e troquei de numero, a unica forma é ir a um caixa eletrônico para desbloquear o celular e como eu faço isso se não moro no brasil? sacanagem, nao consigo enviar dinheiro nem pagar minhas contas. Obs. não posso ligar pq estou no exterior o o banco nao disponibiliza nenhum email para entrar em contato, desrespeito total com o consumidor."
-1,Trava muito este app Horrível
-1,"Dispositivo não autorizado. Cód s503. Ninguém do suporte consegue resolver isso. Fui jogado para todas as opções do 0800 e ninguém resolveu. Vide site reclameaqui, onde todas as reclamações foram fechadas sem solução. Difícil."
-1,"Está horrível. Não carrega. Nem wifi e nem 4G+, terrivel."
-1,"Uma droga limite de transacoes baixo e fica abrindo toda hora , em qualquer documento que vou abri"
-1,"péssimo, horrível, quero o aplicativo anterior !"
-1,"Horrivel, horroroso. Enquanto nao pararem de mudar meus limites toda vez que atualizar ou mudar o layout desse aplicativo ou simplesmente bloquearem minha senha de 8 dígitos por razão alguma eu nao mudo minha resenha. Como faço meus pagamentos assim? Toda santa vez, qualquer coisinha que mude nesse aplicativo me bloqueam e me mandam resolver num caixa eletrônico. Santa paciencia. Pra que o aplicativo entao se tenho que morar numa agencia pra resolver qualquer coisa que eu poderia fazer aqui?"
-1,"Prático e eficaz! Mas precisando de pequenas melhorias, como salvar comprovantes e parar de dar erro ao ser iniciado."
-1,"Odiei o aplicativo, da pra você fazer algumas coisas no menu dele, mais vc aperta em cancelamento agendamento, não vai, fica carregando carregando e some, odiei Não recomendo pra ninguém o app"
-1,Estou muito insatisfeito com esse banco achei ki era bom Colokei 300 reais para movimenta conta para chegar cartão e ate agora nada preciso urgente dum cartão para contunuar movimenta muito chateado desculpe indo para banco ITAU la meus amigos aconselharam ki eles dao cartão provisório e nao demora para entrega do cartão
-1,"Eu uso o aplicativo ha alguns anos e toda vez que atualiza MESMO SEM EU DEIXAR, ele me obriga a ir num caixa eletronico pra liberar as operações de novo! Eu uso o mesmo aparelho ha quase dois anos e essa ultima atualizaçao travou todas as operações e agora as faturas não ficam mais certinhas, só o que vc consumiu no mes, vem as coisas do mes anterior! Péssima essa atualizaçao de fev/2019, muito mal organizada, atrapalha pra saber o que já caiu e o que ainda vai cair! Já desistalei! Horrível!"
-1,Não consigo fazer nada! Sempre da erro quando vou fazer uma transação. Dá erro diz que minha senha não tá autorizada... Sendo que já fiz isso faz tempo...
-1,"fica colocando pergunta sobre a conta de email toda vez que abro aplicativos ,tá chato isso"
-1,"Aplicativo muito bom. Porém pago muitos boletos e é muito ruim esperar até o fim do dia pra compensar, deveria ter uma função estilo TED, assim como eu existem inúmeros usuários que necessitam de mais agilidade em suas transações!"
-1,"Bom, más muito limitado como cancelar lançamento futuro, isso é muito ruim, más é melhor que ir ao banco em operações simples."
-1,simplesmente não consigo abrir minha conta por aqui. O código sempre da erro. Pessimo. Por favor me deem algum retorno preciso abrir uma conta urgente.
-1,"Não estava conseguindo fazer a conta fácil antes da atualização. O aplicativo atualizou e ainda NÃO consigo fazer a conta, aparece o erro do ""OPA"", pelo amor né, resolvam isso!!!!!"
-1,"Tentei abrir uma conta pelo app, mas só da erro nos dados informados! Por favor dão uma verificada nisso ...afinal prometem abrir conta pelo app e que é bem fácil mas não estão cumprindo o divulgado !!!"
-1,LIXOOOO Uma porcaria! Merda! Nem percam seu tempo baixando esse lixo! Ele funciona perfeitamente no primeiro dia depois vira uma MERDA!
-1,Simplesmente péssimo...Não se consegue resolver nada por ele.
-1,"é mais complexo que o anterior, transferencias por exemplo, ficou muito ruim não ha mesma facilidade do aplicativo anterirlor se pudesse mudar eu ia preferir o antigo"
-1,"NÃO GOSTEI. TODA VEZ QUE EU ABRO,O MEU SALDO ESTÁ NO VERMELHO. #LAMENTAVEL"
-1,"péssimo, horrível, inútil, um lixo!!!! não tem opções de transferência como o antigo q podíamos fazer transferência p outros bancos, entre contas salario e corrente, cc e poupança e etc alem nao ter a opção de mudar datas de desconto paguei uma conta c vencimento p fim do mês e nao co segui mudar a data pra antes disso . péssimo aplicativo, péssimo."
-1,"Muito ruim, trava o tempo todo, maioria das vezes não abre, ridículo, vergonhoso o banco do Brasil ter um aplicativo tão ruim!!!!"
-1,"Adorava, mas agora pra entra na minha conta não está dando as vezes , ae fica parecendo erro no drs ,me ajuda ae eu preciso assessor minha conta, me ajuda ae ??!"
-1,"Tudo é difícil, você tem que mandar varias vezes a foto, os documentos. Péssimo"
-1,"ME DIZ A DROGA DA LÓGICA DE TER A FUNÇÃO DE ATIVAR O ELO INTERNACIONAL PELO APP, SE A DROGA DO APP TEM QUE SER ATIVADO NO DISPOSITIVO NA DROGA DE UM CAIXA ELETRÔNICO QUE SÓ TEM NO BRASIL?? DEIXA QUALQUER CLIENTE NO EXTERIOR A VER NAVIOS, PORQUE ESTA DROGA NÃO FAZ SENTIDO!!!"
-1,"Só falta a liberação de algumas transações,q é bem chato fazer!!"
-1,"O BB consegue ser um péssimo banco até na hora de fazer ser App, ficou impossível de usar, sem falar que a visualização para quem ter várias contas ficou horrível, não dá pra saber qual é qual."
-1,"horrível!!! iniciei abertiura conta do MEI,no fim do cadastro, o app fechou!!! agora quado abro o mesmo ,ele só aparece: OPA... não aparece algum tipo de Código de erro, não avança nem volta prá onde parei. absurdo!!! no SAC ninguém sabe explicar!!!! pior que já coloquei meus dsdos, fotos,etc... fico sem saber de nada!!!! constrangedor isso!!!!! Fiquei decepcionado!!!!!"
-1,Muito bom o app agora o banco e horrível
-1,"Por banco, pior atendimento em agência... Lento e deficiente em utilidade.. odiei pior experiência infelizmente a empresa que trabalho pede que tenhamos conta nesse banco pq por mim já teria encerrado essa conta."
-1,"Escrevi somente uma vez errado a senha e já bloqueou, agora não sei, mas devo ter que ir no banco presencialmente resolver isso. Bem chato, mas de resto não tenho o que dizer, faço somente conferências de transferência depósito saldo e etc."
-1,depois da atualização o app ficou muito ruim mais muito ruim mesmo nao consigo entrar na minha conta mais.
-1,Depois da atualização ficou uma mer...não to conseguindo pagar nada com o código de barra...vamos ver isso ai pessoal!!!!!!!! Erro direto.
-1,"Abri a conta ,desbloqueei o cartão ,mas,não o que houve q deu um erro no cartão após eu tentar acessar pelo aplicativo e não consigo utilizar o cartão,até aí tudo bem ...quando é hoje 17/10 me chega uma cartinha me cobrando 395,80 q eu não do que é ,pois,não me liberaram crédito ,apenas débito no qual nem usei por conta do erro que foi gerado....muito brava com isso..."
-1,"Banco do Brasil vocês tinha um dos melhores aplicativos de Banco trabalho com Itaú, sicoob. Simplesmente inventaram de mexer nele ficou um dos piores, com erros de carregamento, muito difícil de mexer etc"
-1,"Começa funcionando bem, depois de uns dias avisa ERRO DO MENU ICÔNICO, desinstalei instalei novamente e a mesma coisa, depois de uns dias o mesmo erro. Vou desistir desde app!!!! - - - - PROBLEMA RESOLVIDO-----"
-1,Para de funcionar com frequência. Muito ruim!!
-1,Não consigo pagar imposto sem código de barra. Não há mais todas as opções de pagamento da versão anterior. Ruim!
-1,Essa porra fica dando problemas de conectividade. Assim não dá para usar
-1,não gostei do modo como ficou pra visualizar meu cartão de crédito em parceria com a Petrobras pq tenho adicionais e ficou tudo junto os cartões. Ficou horrível tudo misturado. não gostei nada nada
-1,"Ele é bom mais essa coisa de ter que ir no caixa eletrônico para poder liberar o telefone, é muito chato!"
-1,Muito difícil de identificar onde está a mensagem quando recebe um alerta de mensagem nova! Não achei muito práctico!
-1,"Normalmente funciona tudo bem, mas atualizei e agora nao consigo mais fazer um pagamento. O sistema diz que a variação falta, mas ja estava preenchido. Ridiculo ! Mas antes era bem contente desse aplicativo."
-1,O aplicativo burocrático e mal otimizado.
-1,"Mas o banco deixa a desejar,pago sempre minha fatura adiantada e demora muito tempo para liberar o crédito do meu cartão,e quando libera,libera metade em um dia,mais um pouquinho em outro dia desse jeito é muito ruim."
-1,horrível não consigo pagar uma conta com digitar os números
-1,ta so dano erro no app quando vai olha as coisa 😔😔
-1,"Ficou muito ruim, pesado para abrir, pouco intuitivo, com visualização ruim das informações... tem como voltar para a versão anterior?"
-1,"Que sacanagem é essa? App bugou, bloqueiou minha senha e vou ter que dirigir a uma agência pra resolver. Palhaçada!"
-1,desejo abrir uma conta poupança mas nao consigo pelo app pra mim é dificil ter q ir na agencia achei q seria mas facil pelo app
-1,Muito ruim! Em pleno ano de 2019 você ter que se dirigir a uma agência BB para trocar o número do seu celular. Fora ter que pagar taxas de administração de conta. Migre para o NuConta. Dor de cabeca com banco ninguém merece.
-1,"Esse nunca entra de primeira. Alias, tem dias que não entra, mesmo com 200000000 tentativas. Horrivel"
-1,"Um pouco frustrante hoje fui fazer uma transferência pra uma conta do mesmo banco, porém não consegui pois a conta destinatário possui o dígito ""X"" caractere que o teclado do aplicativo não dispõe. Espero que corrijam."
-1,"horrível essa atualização ,não consigo achar nada"
-1,Detestei essa versão nova!
-1,"Horrível, atualizei o App para fazer uma transferência, e quando fui entrar no App atualizado, o mesmo bloqueou a senha, fazendo com que eu tivesse que ir até a agência, e gerando um transtorno, apenas por incapacidade do App!! Não recomendo p ninguém"
-1,Nem digitar a minha conta e possível horrível horrível
-1,A visualização da fatura do cartão ficou horrível. Mais lento e não tão intuitivo quanto a versão anterior. Só o visual que melhorou.
-1,"Boa, mas não excelente. A exigência da self é frustrante e o app ineficiente para isso."
-1,Oq se espera de um aplicativo que acessa a nossa conta bancaria? Ou melhor...oq se espera de um aplicativo do banco onde nos temos uma conta? Segurança. Por diversas vezes entrei e vi um nome diferente na conta. Oq tira a credibilidade do aplicativo. Recarga de celular dando erro de comunicação. Ou seja...serviços basicos não cumprem o esperado.
-1,difícil de usar É ruim se comparado a outros aplicativos de outros bancos muito difício de configura poucos serviços funcionam. Tem que lembrar de muita senha
-1,"Mais de 20 dias que fiz a conta e o cartão não chegou até hj estive na agência e fui mal atendido! Fiz uma no Itaú e o cartão chegou com 8 dias e sem contar que foi muito mais prático e atendeu bem mais ao que eu desejava que era uma poupança/corrente, no BB até hj não aprovaram minha poupança,E já fizeram questão de me debitar horrores."
-1,"Pra quem tem Poupança não serve, pois fazem meses que não aparece o saldo, só dá Erro. Poderiam melhorar ou até criar um só pra clientes poupança!"
-1,A digital ainda tem alguma dificuldades. Mas quanto ao resto das funções tô satisfeito
-1,"Rapaz, eu pensava que eram Racks, desinstalei e instalei de novo pra ver se voltava o que era antes e nada, ficou muito péssima a nova atualização do aplicativo. Como os caras fazem uma B#### dessa? pqp. super complicado agora."
-1,no momento não me decepcionei mais vamos ver
-1,"Horrível, não presta pra nada, depois da atualização ficou horrível."
-1,"Horrível. Uma novela pra poder ativar o aplicativo. Vai no ATM e da erro, vai no atendimento e não resolve. A segurança é tanta que nem o dono da conta consegue entrar. Tenho app de cartão e do Bradesco que são infinitamente mais simples no uso. Só falta pedir uma amostra de DNA 😒"
-1,Ultimamente não consigo fazer nenhuma das opçoes oferecidas principalmente o saque movel pois ate hoje nao recebi e nem entrarão em contato a respeito do meu cartão estou decepcionada esperava mais ...😒👎
-1,"Acho que vocês deveriam avaliar melhor os serviços do app, pois ele apresenta vários erros. Principalmente no serviço de cartões."
-1,Deveria ter opção de desbloqueio de senha pelo app por que é muito chato isso de ficar broquiando ir ter que ir na agência seria muito mais facil pra gente que usa mais o app tentem fazer isso por favor
-1,"Péssima idéia de mudar o aplicativo. O anterior estava perfeito e agora nem consigo logar....erro S400(diz que é fácil.....só fechar o aplicativo e abrir denovo! SQN!!!!) Afff....que falta de respeito com os clientes, fazer mudança sem avisar e sem testar direito antes!!....muito insatisfeita!"
-1,Bloqueou minha senha e não consigo fazer outra uma droga pq realmente tava me servindo q pena né
-1,O aplicativo e otimo pena que meu playstore ta horrivel
-1,Fico muito ruim para transferência e tem coisa que não mostra direito e atendimento do gerente demora de mais para responderem
-1,A cada dia mais difícil entrar no App demorando muito pra carregar. Horrível
-1,Depois que inventaram esse chat tá uma droga falar e tudo mais.
-1,detestei a mudança pois não consigo entrar para ver saldo de cartão de crédito. HELP
-1,"horrível, fica tudo branco"
-1,Vou desinstalar pq todo dia pede para atualizar uma bosta
-1,Nao consigo nada nem com margem voh procurar a justica mal atendimento melhor atendete Douglas ag Ituverava
-1,Era ótimo e muito fácil de usar. Depois da última atualização ficou difícil de usar. Péssimo layout!!!
-1,"Não salva mais a conta Por favor consertem isso logo, poia é muito chato ter que digitar conta e agência toda vez que for utilizar o app."
-1,está difícil usar o BB Code que sempre usei e agora tento há 3 dias.
-1,horrível nao achei opção de colocar o número da minha conta so da opção de abrir conta ta ruim d mais
-1,"A horas tô tentando abrir uma conta e nada, só fica dando erro."
-1,"Funciona como proposto, mas é o APP de banco mais feio que já vi na vida"
-1,"Se você precisar resolver mais de um assunto no banco, terá que enfrentar filas, pois só pode ser emitida uma senha, um erro grotesco dos criadores do app, faltou noção no criador ."
-1,Ruim. Você consegue imaginar um gerenciador financeiro que não tem opção de pagar um DARF? Não dá pra acreditar. Só mesmo o BB! Pra outras opções até que funciona bem.
-1,"Tá horrível, desconectando toda hora, não dá pra fazer nada."
-1,Ainda tenho dificuldades em fazer certas operações e personalizar minha página. Ainda não confio totalmente no aplicativo quanto à invasões de minha conta por raquers
-1,"a versão anterior do app era mais rápida e tinha uma interface muito melhor. o app atualizou e está mais feio, mais lento e a experiência caiu muito."
-1,"Gabryel, estamos verificando se há erro no acesso pela digital. O Banco do Brasil agradece seu contato!"
-1,"horrível. não consigo acessar minha conta,ja fui no banco para obter mais informações. e nunca consigo . pra quê um app se não consigo usar?!"
-1,"Bom dia, Francisco! Apareceu alguma mensagem de erro? Por favor, mande um e-mail pra gente contando mais sobre esse problema: atendimento.mobile@bb.com.br"
-1,"não consigo fazer meu cadastro, pois toda vez que coloco meu CPF mostra um aviso que meus dados (cpf) está errado sendo que não está! o que eu posso fazer? por favor me ajude."
-1,"Aplicativo horrível , trava toda hora .. Não consigo ver meus valores , um sacrifício pra conseguir ver , quase toda hora dá erro !"
-1,"Uma bosta vc tenta entrar no aplicativo está lá oque vc precisa,aí vc coloca mais não te dão nunhuma resposta ele não vai"
-1,"Sempre libero meu celular no terminal e quando vou fazer alguma transação ele pede a liberação. Já cansei do BB, no Itaú e no Bradesco é muito fácil a liberação, não sei porque o BB não faz o mesmo."
-1,"Não gostei desta nova atualização, horrível."
-1,"Péssimo aplicativo, trava, lento, uma droga."
-1,"De vez em quando dá erro ao abrir, mas é um ótimo app"
-1,"Não tenho mais acesso, péssimo! Cada vez pior, agora para de funcionar toda vez que se faz uma operação, está difícil!"
-1,"Achei o aplicativo com muitas abas, o que dificulta o acesso, antes era mais simples e mais pratico"
-1,"Pessoal! Concerte essa leitura biometria, toda vez que vamos entrar pela segunda vez fica desconfigurando, chato isso."
-1,muito ruim depois da última atualização volta pra antiga era bem melhor
-1,"ficou muito bonito, mas já começou mal, não lê o código de barras. Eu sempre disse que o banco do Brasil era o melhor aplicativo para pagar contas, pena que agora não posso dizer mais isto"
-1,"Depois que atualizou não faço mais nada no app. Já tentei resolver de todo jeito, fui até a minha agência e nada. Acesso ao app mas não posso realizar pagamento, recarga, transferência etc. Fica o tempo todo pedindo liberação de dispositivo, mas não consigo fazer pois o link que deveria chegar ao meu número de celular por sms não chega nunca. Estou bloqueada em tudo. Tanto no computador como no smartphone. Já não sei mais como proceder. Muito insatisfeita! Sem resolutividade para o problema."
-1,"Só ta dando erro, concertem isso por favor!"
-1,O aplicativo é lento e muitas vezes o menu de operações não carrega. É difícil fazer qualquer coisa que não olhar o extrato
-1,esse app e um verdadeiro lixo .imformo os dados todos corretos e ele imforma que algum foi imformado errado sendo que estao certos como que o cara cria um app desse e um tremendo de um bocó
-1,"Por favor voltem à versão anterior, essa nova versão após atualização ficou horrível, não consigo realizar nada, nem uma simples transferência entres contas BB como parcelamentos de cartão de crédito. Estou muito decepcionada a versão anterior conseguia fazer tudo que eu precisava fazer, sem eu ter que ir na agência BB. Tenham mais respeito conosco!"
-1,"Achei a visualização da nova versão horrível! Se pudesse optar, voltaria pra versão antiga!"
-1,"Depois da última atualização o extrato de conta corrente não carrega inteiro fica sempre falta os últimos cinco dias. O mesmo acontece quando solicitamos extrato do mês ou meses anteriores. As transações de transferência de pontos mudaram de lugar, os lançamentos futuros também. Ficou muito ruim."
-1,"Não consegui acessar a minha conta toda vez que eu coloco a minha senha dis que tá inválida , que bosta preciso de ajuda já é a quarta vez que eu baixo o aplicativo é desativou"
-1,"péssimo, não tou conseguindo fazer mais transferência, que horrível que ficou! preferia o antigo. ao invés de facilitar ficou foi pior."
-1,"Eu tenho dificuldades em quase todas as operações que vou realizar, deveria ter menos problemas para as transações!"
-1,"Muito bom. Só que tem uma coisa que não sei se eu que não estou sabendo fazer ou se é algum erro, que não está lendo código de barras."
-1,Depois dessa atualização só ta dando erro. Não consigo mais pagar a fatura do cartão que sempre paguei por ele. Por favor concertem isso.
-1,Péssimo Não só o app Como também todo o Banco do Brasil. ... Arrependido de um dia ter aberto uma conta nesse banco fuleiro
-1,Muito ruim...péssimo atendimento !
-1,"Falta a opção alterar endereço de cobrança. Detesto usar o meu telefone para realizar chamadas, ainda mais para centrais de atendimento."
-1,"Uso o App há bastante tempo... e sinceramente não tinha nada à reclamar, mas de segunda-feira (26/06/17) até o presente momento, o App deu erro e não abre nem com reza brava!!! Fui na Ag. BB ontem e hoje, mas nada sequer foi resolvido, estão alegando que o problema deve estar com meu aparelho celular, sendo que abro qualquer outro App normalmente, só o do BB não funciona, já desinstalei e reinstalei uma centena de vezes e toda vez aparece a maldita mensagem: ""O BB parou"". Será que um erro de App chega há ser tão grave assim? O Banco do Brasil vai permanecer inerte há quanto tempo sem nos dar um parecer sério e resolver logo este problema? Aguardo uma solução com urgência!!!"
-1,Agora ficou horrível o app !!!!!!!!
-1,"A opção de digital é a pior de todos bancos. Funciona uma única vez , depois dá erro e tem que ativar novamente. Para implementar desse jeito, era melhor deixar sem."
-1,Ridículo do nada travou a senha e não entra mais na conta
-1,Não consigo abrir a conta! dá erro sempre. não entendo o pq. :/
-1,Muito bom. Mas peca nos detalhes.a ultima atualizaçao de fev 2018 ficou muito ruim.
